Cold_Chain_ID,Date,Region,Warehouse,SKU,Supply_Chain_Stage,Target_Temp_C,Avg_Temp_C,Min_Temp_C,Max_Temp_C,Temperature_Breach,Breach_Duration_Min,Humidity_Pct,Transport_Hours,Product_Status,Cost_Impact_INR
CC-0181,2024-07-26,West India,WH-MUM-01,Wheat_330ml,Brewery,8,11.1,9.3,12.9,Yes,57,84.3,15.4,Quarantined,6700
CC-0182,2024-06-17,South India,WH-HYD-01,Premium_Lager_330ml,Regional Hub,4,7.9,6.2,11.4,Yes,173,82.4,9.9,Quarantined,27282
CC-0183,2024-05-24,South India,WH-KOL-01,IPA_330ml,Retail Outlet,8,12.2,11.0,15.2,Yes,21,70.6,13.8,Disposed,2644
CC-0184,2024-05-12,North India,WH-BLR-01,Wheat_330ml,Regional Hub,4,2.5,1.0,3.6,Yes,96,60.9,13.8,Quarantined,6226
CC-0185,2024-11-07,Central India,WH-MUM-01,Strong_Beer_500ml,Retail Outlet,8,8.4,7.3,10.8,No,0,69.5,6.6,Compliant,0
CC-0186,2024-07-17,East India,WH-DEL-01,Strong_Beer_500ml,Regional Hub,6,8.1,6.5,10.1,Yes,94,62.0,14.6,Disposed,17220
CC-0187,2024-05-05,Central India,WH-KOL-01,Premium_Lager_330ml,Retail Outlet,8,11.9,9.8,13.5,Yes,137,61.7,14.0,Disposed,10084
CC-0188,2024-03-24,South India,WH-HYD-01,Premium_Lager_330ml,Primary Warehouse,2,4.7,3.6,7.8,Yes,43,72.2,1.9,Quarantined,7630
CC-0189,2024-06-08,South India,WH-HYD-01,Lager_500ml,Retail Outlet,6,5.3,3.3,8.1,Yes,41,63.6,1.7,Disposed,3228
CC-0190,2024-12-14,North India,WH-MUM-01,Wheat_330ml,Regional Hub,8,10.3,8.6,12.9,Yes,60,80.0,14.6,Disposed,10045
CC-0191,2024-05-14,Central India,WH-DEL-01,Light_Beer_330ml,Distributor,8,8.1,5.8,11.1,Yes,45,67.5,15.3,Quarantined,3954
CC-0192,2024-11-04,Central India,WH-MUM-01,Strong_Beer_500ml,Brewery,6,6.0,4.5,9.0,No,0,70.1,14.8,Compliant,0
CC-0193,2024-03-19,North India,WH-MUM-01,Strong_Beer_500ml,Primary Warehouse,6,9.4,8.2,12.3,Yes,47,80.3,3.8,Disposed,7118
CC-0194,2024-09-09,West India,WH-MUM-01,IPA_330ml,Regional Hub,2,5.2,4.5,8.4,Yes,109,80.1,13.9,Compliant,9208
CC-0195,2024-06-09,Central India,WH-HYD-01,Lager_500ml,Retail Outlet,4,3.8,1.8,5.7,Yes,34,81.5,17.1,Compliant,5123
CC-0196,2024-07-28,East India,WH-BLR-01,Lager_500ml,Regional Hub,6,3.9,2.0,5.4,Yes,86,75.3,15.1,Disposed,6240
CC-0197,2024-06-23,North India,WH-MUM-01,Lager_500ml,Brewery,6,5.2,3.7,6.9,Yes,67,79.3,5.0,Quarantined,10272
CC-0198,2024-11-19,Central India,WH-DEL-01,Light_Beer_330ml,Regional Hub,8,8.3,6.2,10.8,No,0,65.8,1.8,Compliant,0
CC-0199,2024-09-30,East India,WH-DEL-01,IPA_330ml,Regional Hub,6,8.2,5.9,10.3,Yes,70,68.7,4.5,Compliant,4990
CC-0200,2024-01-19,Central India,WH-KOL-01,Light_Beer_330ml,Primary Warehouse,2,2.8,0.6,5.7,No,0,73.2,3.9,Compliant,0
CC-0201,2024-06-28,West India,WH-HYD-01,Strong_Beer_500ml,Brewery,8,7.6,6.3,10.2,No,0,69.8,15.4,Compliant,0
CC-0202,2024-12-08,West India,WH-HYD-01,Lager_500ml,Regional Hub,8,2.7,1.6,4.0,Yes,76,78.7,3.0,Disposed,9523
CC-0203,2024-03-22,West India,WH-HYD-01,Premium_Lager_330ml,Primary Warehouse,4,2.9,0.7,4.4,Yes,50,72.2,8.5,Quarantined,6652
CC-0204,2024-12-16,West India,WH-BLR-01,Wheat_330ml,Primary Warehouse,6,10.2,8.7,11.7,Yes,32,64.4,4.8,Quarantined,5945
CC-0205,2024-12-13,South India,WH-KOL-01,IPA_330ml,Primary Warehouse,4,4.4,1.9,7.1,Yes,28,56.4,4.2,Disposed,1781
CC-0206,2024-12-12,North India,WH-BLR-01,IPA_330ml,Brewery,8,10.4,8.9,11.4,No,0,58.5,16.9,Compliant,0
CC-0207,2024-11-11,South India,WH-KOL-01,Lager_500ml,Regional Hub,4,7.2,6.5,8.6,Yes,105,57.5,7.6,Compliant,19422
CC-0208,2024-07-30,East India,WH-KOL-01,Premium_Lager_330ml,Distributor,4,1.5,-0.9,4.9,Yes,118,82.5,8.8,Quarantined,20291
CC-0209,2024-12-20,North India,WH-KOL-01,IPA_330ml,Distributor,8,6.3,5.6,6.9,Yes,154,56.5,2.6,Disposed,14397
CC-0210,2024-04-05,South India,WH-KOL-01,IPA_330ml,Distributor,2,6.7,4.4,8.3,Yes,116,62.6,9.6,Compliant,15156
CC-0211,2024-12-23,North India,WH-DEL-01,Wheat_330ml,Distributor,8,6.4,5.4,9.3,Yes,34,84.2,5.2,Disposed,2630
CC-0212,2024-06-21,East India,WH-KOL-01,IPA_330ml,Regional Hub,4,2.3,-0.1,5.6,Yes,108,73.3,2.0,Disposed,16071
CC-0213,2024-04-18,Central India,WH-HYD-01,Light_Beer_330ml,Primary Warehouse,8,8.3,7.6,10.6,No,0,73.1,4.6,Compliant,0
CC-0214,2024-03-16,East India,WH-BLR-01,Lager_500ml,Distributor,4,4.5,3.9,7.3,No,0,56.4,15.7,Compliant,0
CC-0215,2024-01-31,South India,WH-DEL-01,Light_Beer_330ml,Retail Outlet,8,10.3,9.6,13.4,Yes,179,79.8,16.3,Quarantined,20699
CC-0216,2024-02-15,South India,WH-HYD-01,Wheat_330ml,Distributor,4,5.4,3.1,7.6,No,0,62.2,13.2,Compliant,0
CC-0217,2024-07-12,Central India,WH-HYD-01,IPA_330ml,Distributor,8,9.7,7.9,11.3,No,0,62.8,6.3,Compliant,0
CC-0218,2024-07-28,Central India,WH-KOL-01,Premium_Lager_330ml,Brewery,2,4.1,3.1,5.7,No,0,77.5,15.2,Compliant,0
CC-0219,2024-09-29,South India,WH-KOL-01,IPA_330ml,Brewery,4,2.5,0.6,4.7,Yes,80,57.7,16.7,Quarantined,11636
CC-0220,2024-06-07,East India,WH-DEL-01,Strong_Beer_500ml,Regional Hub,4,6.9,6.3,10.3,Yes,36,81.0,12.0,Quarantined,3319
CC-0221,2024-09-19,West India,WH-BLR-01,Light_Beer_330ml,Regional Hub,4,3.9,2.5,5.1,No,0,63.0,4.5,Compliant,0
CC-0222,2024-07-19,North India,WH-BLR-01,IPA_330ml,Regional Hub,2,2.4,1.1,5.1,No,0,55.2,15.6,Compliant,0
CC-0223,2024-05-11,East India,WH-MUM-01,IPA_330ml,Retail Outlet,4,6.2,5.6,9.2,Yes,103,82.0,16.6,Disposed,8897
CC-0224,2024-02-27,North India,WH-DEL-01,Lager_500ml,Primary Warehouse,8,7.9,5.5,9.7,Yes,107,60.9,11.8,Disposed,7592
CC-0225,2024-12-25,Central India,WH-KOL-01,IPA_330ml,Regional Hub,8,9.9,8.5,12.9,Yes,44,75.0,12.5,Disposed,4359
CC-0226,2024-12-24,North India,WH-BLR-01,Premium_Lager_330ml,Brewery,4,6.2,5.5,7.3,No,0,69.2,14.6,Compliant,0
CC-0227,2024-10-08,North India,WH-MUM-01,Lager_500ml,Regional Hub,2,-1.0,-2.0,-0.2,Yes,124,72.3,6.6,Compliant,11871
CC-0228,2024-06-29,West India,WH-DEL-01,Premium_Lager_330ml,Regional Hub,4,3.3,1.5,5.2,Yes,95,66.4,15.7,Compliant,18131
CC-0229,2024-09-19,East India,WH-BLR-01,Premium_Lager_330ml,Regional Hub,8,8.3,6.2,9.8,No,0,75.8,10.4,Compliant,0
CC-0230,2024-08-05,Central India,WH-MUM-01,Premium_Lager_330ml,Retail Outlet,4,1.3,0.4,2.0,Yes,88,72.4,5.7,Disposed,11852
CC-0231,2024-08-06,West India,WH-HYD-01,Wheat_330ml,Retail Outlet,8,5.5,3.4,8.4,Yes,64,83.1,12.6,Quarantined,9699
CC-0232,2024-10-11,West India,WH-DEL-01,Wheat_330ml,Regional Hub,6,5.7,3.7,8.7,Yes,92,60.1,1.0,Disposed,8918
CC-0233,2024-11-12,Central India,WH-DEL-01,Light_Beer_330ml,Distributor,4,4.9,3.0,5.4,No,0,83.7,7.1,Compliant,0
CC-0234,2024-11-27,West India,WH-BLR-01,Stout_650ml,Distributor,4,3.1,2.0,3.9,No,0,72.7,11.0,Compliant,0
CC-0235,2024-05-24,North India,WH-HYD-01,Lager_500ml,Brewery,2,2.4,1.8,3.5,No,0,76.6,16.1,Compliant,0
CC-0236,2024-01-01,Central India,WH-KOL-01,Stout_650ml,Primary Warehouse,4,5.9,3.6,9.1,Yes,35,73.0,2.9,Disposed,2850
CC-0237,2024-09-24,South India,WH-MUM-01,Light_Beer_330ml,Distributor,2,0.6,-0.1,3.3,Yes,66,81.2,4.9,Disposed,9688
CC-0238,2024-08-29,South India,WH-BLR-01,Strong_Beer_500ml,Distributor,8,10.5,9.5,13.7,Yes,140,65.2,2.1,Compliant,19271
CC-0239,2024-08-07,Central India,WH-KOL-01,Premium_Lager_330ml,Primary Warehouse,4,6.3,4.9,8.0,No,0,66.7,7.2,Compliant,0
CC-0240,2024-12-19,West India,WH-DEL-01,Light_Beer_330ml,Distributor,8,9.4,8.6,12.6,Yes,154,61.4,3.9,Compliant,12310
CC-0241,2024-04-11,North India,WH-KOL-01,IPA_330ml,Retail Outlet,2,2.2,1.2,3.6,No,0,72.3,6.8,Compliant,0
CC-0242,2024-04-17,South India,WH-HYD-01,Light_Beer_330ml,Retail Outlet,4,0.6,-0.0,2.1,Yes,41,77.1,1.9,Quarantined,5285
CC-0243,2024-04-17,West India,WH-MUM-01,Stout_650ml,Primary Warehouse,2,0.7,-0.8,3.6,Yes,82,84.9,8.0,Compliant,12798
CC-0244,2024-07-16,West India,WH-DEL-01,Strong_Beer_500ml,Regional Hub,6,6.9,5.1,9.6,No,0,60.5,12.3,Compliant,0
CC-0245,2024-05-15,South India,WH-MUM-01,Lager_500ml,Brewery,4,6.6,4.5,8.3,Yes,156,74.7,17.6,Compliant,9616
CC-0246,2024-09-21,Central India,WH-DEL-01,Lager_500ml,Brewery,4,3.0,0.9,5.7,Yes,45,74.5,2.4,Quarantined,3617
CC-0247,2024-06-23,West India,WH-KOL-01,Stout_650ml,Distributor,2,3.4,1.3,5.7,No,0,58.3,9.9,Compliant,0
CC-0248,2024-06-22,West India,WH-BLR-01,Light_Beer_330ml,Brewery,4,5.8,5.1,9.0,Yes,119,66.6,8.7,Disposed,16585
CC-0249,2024-11-21,Central India,WH-DEL-01,Wheat_330ml,Distributor,6,8.3,5.9,10.0,No,0,61.9,2.4,Compliant,0
CC-0250,2024-08-05,South India,WH-HYD-01,Strong_Beer_500ml,Regional Hub,4,3.3,0.8,4.0,Yes,36,55.8,12.6,Quarantined,4184
CC-0251,2024-10-11,Central India,WH-MUM-01,Lager_500ml,Retail Outlet,6,8.4,6.2,10.6,Yes,61,84.4,2.7,Compliant,5578
CC-0252,2024-08-18,West India,WH-DEL-01,Light_Beer_330ml,Regional Hub,6,8.2,6.7,9.4,No,0,81.3,16.3,Compliant,0
CC-0253,2024-08-26,West India,WH-HYD-01,IPA_330ml,Retail Outlet,6,4.5,2.7,6.3,Yes,103,72.2,5.3,Quarantined,14446
CC-0254,2024-01-22,Central India,WH-DEL-01,Light_Beer_330ml,Distributor,6,7.9,5.8,11.1,Yes,135,70.3,14.1,Compliant,17311
CC-0255,2024-05-08,East India,WH-KOL-01,Wheat_330ml,Regional Hub,2,5.0,4.1,7.1,Yes,88,59.0,12.5,Quarantined,5689
CC-0256,2024-09-08,North India,WH-BLR-01,IPA_330ml,Retail Outlet,6,7.6,5.1,9.6,No,0,70.8,17.4,Compliant,0
CC-0257,2024-06-28,Central India,WH-KOL-01,Premium_Lager_330ml,Primary Warehouse,6,5.8,4.1,8.3,No,0,71.8,1.7,Compliant,0
CC-0258,2024-11-12,East India,WH-KOL-01,IPA_330ml,Distributor,6,6.1,3.8,7.5,Yes,69,69.3,17.3,Compliant,9449
CC-0259,2024-12-11,South India,WH-HYD-01,Strong_Beer_500ml,Distributor,8,10.5,8.2,13.4,Yes,39,84.0,14.4,Quarantined,7435
CC-0260,2024-08-04,East India,WH-DEL-01,Strong_Beer_500ml,Retail Outlet,2,3.2,1.5,4.6,No,0,74.8,2.4,Compliant,0
CC-0261,2024-04-17,South India,WH-HYD-01,Wheat_330ml,Retail Outlet,6,7.3,6.3,9.4,No,0,83.9,5.7,Compliant,0
CC-0262,2024-02-17,Central India,WH-BLR-01,Premium_Lager_330ml,Primary Warehouse,8,9.0,7.0,10.8,No,0,67.4,13.9,Compliant,0
CC-0263,2024-03-09,South India,WH-DEL-01,Light_Beer_330ml,Regional Hub,4,7.3,5.5,9.5,Yes,84,73.9,13.9,Compliant,12222
CC-0264,2024-11-26,Central India,WH-BLR-01,Strong_Beer_500ml,Brewery,8,10.8,9.4,13.2,Yes,177,74.7,3.3,Compliant,23678
CC-0265,2024-11-22,West India,WH-MUM-01,Strong_Beer_500ml,Retail Outlet,8,8.7,8.1,10.1,No,0,59.9,14.6,Compliant,0
CC-0266,2024-08-14,East India,WH-MUM-01,Premium_Lager_330ml,Retail Outlet,6,8.7,6.7,10.4,Yes,108,59.8,4.4,Quarantined,14414
CC-0267,2024-08-08,Central India,WH-BLR-01,IPA_330ml,Retail Outlet,4,2.5,1.6,5.5,Yes,103,65.4,8.5,Quarantined,6224
CC-0268,2024-03-17,North India,WH-MUM-01,Premium_Lager_330ml,Retail Outlet,6,4.1,1.7,5.0,Yes,65,84.4,17.6,Compliant,9338
CC-0269,2024-08-06,North India,WH-MUM-01,Strong_Beer_500ml,Primary Warehouse,6,6.4,5.8,8.9,No,0,59.9,16.5,Compliant,0
CC-0270,2024-03-11,East India,WH-HYD-01,Wheat_330ml,Brewery,2,3.8,1.8,4.3,No,0,56.4,2.4,Compliant,0
CC-0271,2024-10-09,Central India,WH-BLR-01,Light_Beer_330ml,Primary Warehouse,8,9.3,8.8,11.6,No,0,68.7,11.9,Compliant,0
CC-0272,2024-03-07,North India,WH-BLR-01,Light_Beer_330ml,Retail Outlet,2,4.2,3.5,6.3,Yes,107,74.0,13.7,Compliant,12713
CC-0273,2024-02-25,Central India,WH-HYD-01,Stout_650ml,Brewery,8,6.4,4.5,7.4,Yes,76,63.6,1.4,Disposed,4939
CC-0274,2024-01-31,West India,WH-KOL-01,Strong_Beer_500ml,Distributor,8,9.5,8.3,10.3,No,0,57.3,15.1,Compliant,0
CC-0275,2024-02-27,North India,WH-BLR-01,IPA_330ml,Brewery,2,1.6,0.7,4.0,No,0,81.5,16.9,Compliant,0
CC-0276,2024-09-24,West India,WH-KOL-01,Strong_Beer_500ml,Primary Warehouse,8,9.2,7.7,11.2,No,0,66.3,12.9,Compliant,0
CC-0277,2024-02-01,East India,WH-DEL-01,Light_Beer_330ml,Retail Outlet,8,10.5,9.9,12.7,Yes,169,72.2,5.6,Quarantined,21810
CC-0278,2024-09-18,South India,WH-KOL-01,IPA_330ml,Retail Outlet,2,2.2,-0.1,4.8,Yes,46,81.0,2.4,Compliant,4780
CC-0279,2024-10-12,South India,WH-BLR-01,Wheat_330ml,Distributor,8,8.7,8.0,11.1,No,0,68.2,12.2,Compliant,0
CC-0280,2024-01-20,East India,WH-MUM-01,Wheat_330ml,Regional Hub,2,-1.8,-2.5,0.1,Yes,66,83.8,16.4,Compliant,13175
CC-0281,2024-01-25,Central India,WH-DEL-01,Light_Beer_330ml,Distributor,2,4.3,3.3,7.5,Yes,15,67.4,6.7,Quarantined,2111
CC-0282,2024-04-22,West India,WH-BLR-01,Premium_Lager_330ml,Distributor,8,6.5,5.2,8.5,Yes,163,71.1,2.6,Disposed,8466
CC-0283,2024-10-08,East India,WH-DEL-01,Premium_Lager_330ml,Regional Hub,8,9.6,8.4,12.5,Yes,61,63.8,5.7,Compliant,3808
CC-0284,2024-10-01,South India,WH-HYD-01,Light_Beer_330ml,Brewery,4,4.4,2.7,6.4,No,0,79.1,5.9,Compliant,0
CC-0285,2024-08-12,South India,WH-MUM-01,Stout_650ml,Retail Outlet,8,8.4,6.3,9.6,No,0,81.3,6.6,Compliant,0
CC-0286,2024-07-20,Central India,WH-KOL-01,Premium_Lager_330ml,Distributor,4,6.2,5.2,7.7,No,0,84.6,14.6,Compliant,0
CC-0287,2024-09-23,East India,WH-MUM-01,IPA_330ml,Brewery,8,10.8,9.1,13.5,Yes,78,84.8,15.8,Compliant,4634
CC-0288,2024-12-01,North India,WH-DEL-01,Strong_Beer_500ml,Distributor,2,3.5,1.9,6.2,Yes,136,74.5,17.8,Compliant,17683
CC-0289,2024-02-09,East India,WH-BLR-01,IPA_330ml,Regional Hub,8,7.2,5.5,10.1,Yes,154,77.4,1.2,Disposed,7946
CC-0290,2024-09-22,North India,WH-BLR-01,Wheat_330ml,Brewery,8,5.3,3.5,6.2,Yes,149,73.5,5.1,Compliant,14894
CC-0291,2024-09-03,Central India,WH-KOL-01,Premium_Lager_330ml,Distributor,6,8.0,7.4,9.9,No,0,71.8,3.9,Compliant,0
CC-0292,2024-10-06,Central India,WH-MUM-01,Lager_500ml,Regional Hub,8,8.6,8.1,9.5,No,0,69.7,8.8,Compliant,0
CC-0293,2024-06-04,West India,WH-BLR-01,Strong_Beer_500ml,Retail Outlet,6,8.9,6.8,11.8,Yes,113,82.7,5.4,Disposed,10523
CC-0294,2024-11-02,East India,WH-BLR-01,Light_Beer_330ml,Primary Warehouse,4,2.6,0.5,3.7,Yes,31,69.0,8.3,Compliant,4456
CC-0295,2024-06-03,West India,WH-DEL-01,IPA_330ml,Distributor,2,2.6,0.1,5.3,No,0,78.0,16.1,Compliant,0
CC-0296,2024-12-19,West India,WH-KOL-01,IPA_330ml,Primary Warehouse,6,11.0,9.6,13.0,Yes,129,65.8,3.4,Disposed,16786
CC-0297,2024-04-29,East India,WH-HYD-01,IPA_330ml,Regional Hub,8,5.9,3.6,7.3,Yes,160,58.9,11.6,Disposed,25934
CC-0298,2024-08-04,Central India,WH-MUM-01,IPA_330ml,Retail Outlet,4,3.0,2.1,5.0,No,0,65.6,1.3,Compliant,0
CC-0299,2024-07-31,North India,WH-HYD-01,Lager_500ml,Primary Warehouse,8,5.4,4.2,7.4,Yes,59,78.3,3.2,Disposed,7533
CC-0300,2024-10-16,East India,WH-BLR-01,IPA_330ml,Distributor,8,10.4,9.4,13.1,Yes,152,59.5,14.5,Quarantined,20622
CC-0301,2024-07-08,South India,WH-HYD-01,IPA_330ml,Regional Hub,4,6.1,5.0,9.2,Yes,83,81.6,4.7,Quarantined,9012
CC-0302,2024-09-13,East India,WH-HYD-01,Light_Beer_330ml,Regional Hub,2,0.7,0.1,2.0,No,0,70.9,11.0,Compliant,0
CC-0303,2024-10-27,East India,WH-HYD-01,Strong_Beer_500ml,Retail Outlet,2,4.7,2.3,7.9,Yes,79,57.8,8.3,Disposed,5930
CC-0304,2024-05-02,West India,WH-DEL-01,Stout_650ml,Primary Warehouse,4,5.0,2.8,7.3,No,0,67.7,3.7,Compliant,0
CC-0305,2024-08-16,Central India,WH-MUM-01,Light_Beer_330ml,Regional Hub,8,9.7,8.2,10.2,No,0,59.5,13.5,Compliant,0
CC-0306,2024-06-21,East India,WH-KOL-01,Stout_650ml,Regional Hub,6,4.8,3.9,7.7,Yes,56,77.1,4.0,Quarantined,3116
CC-0307,2024-05-16,Central India,WH-HYD-01,Lager_500ml,Primary Warehouse,6,8.3,6.2,9.3,No,0,77.2,3.1,Compliant,0
CC-0308,2024-11-06,Central India,WH-MUM-01,Lager_500ml,Regional Hub,8,7.3,5.1,10.7,Yes,66,68.3,1.4,Disposed,11960
CC-0309,2024-07-27,West India,WH-DEL-01,Strong_Beer_500ml,Primary Warehouse,8,8.0,7.0,9.2,No,0,62.3,4.2,Compliant,0
CC-0310,2024-04-24,West India,WH-MUM-01,Premium_Lager_330ml,Brewery,6,7.4,5.8,8.1,No,0,78.9,7.4,Compliant,0
CC-0311,2024-10-09,South India,WH-BLR-01,Premium_Lager_330ml,Retail Outlet,6,8.0,6.0,9.0,No,0,79.2,17.1,Compliant,0
CC-0312,2024-09-01,East India,WH-HYD-01,Light_Beer_330ml,Distributor,6,3.5,1.6,4.7,Yes,72,83.4,2.1,Quarantined,12091
CC-0313,2024-09-24,East India,WH-BLR-01,Wheat_330ml,Primary Warehouse,6,3.5,2.4,6.5,Yes,42,83.2,14.8,Disposed,7680
CC-0314,2024-12-26,South India,WH-DEL-01,Light_Beer_330ml,Retail Outlet,6,4.1,3.0,5.1,Yes,138,79.1,7.4,Quarantined,15889
CC-0315,2024-01-23,East India,WH-BLR-01,Wheat_330ml,Regional Hub,8,6.8,4.6,9.6,Yes,119,64.5,17.2,Compliant,17097
CC-0316,2024-11-26,East India,WH-MUM-01,IPA_330ml,Brewery,2,4.0,2.3,6.3,Yes,133,70.2,16.5,Compliant,19261
CC-0317,2024-12-05,East India,WH-DEL-01,Stout_650ml,Primary Warehouse,2,-2.1,-2.9,-0.6,Yes,60,56.7,15.0,Disposed,10400
CC-0318,2024-11-20,Central India,WH-KOL-01,Strong_Beer_500ml,Retail Outlet,6,3.8,2.9,6.4,Yes,142,66.5,15.4,Quarantined,17992
CC-0319,2024-08-26,North India,WH-DEL-01,Light_Beer_330ml,Distributor,2,4.6,2.6,5.9,No,0,55.7,12.6,Compliant,0
CC-0320,2024-03-01,East India,WH-MUM-01,IPA_330ml,Retail Outlet,8,6.8,4.8,7.5,Yes,62,58.0,13.7,Quarantined,5626
CC-0321,2024-05-19,Central India,WH-HYD-01,Strong_Beer_500ml,Brewery,8,6.1,3.9,9.3,Yes,27,59.0,17.1,Quarantined,4450
CC-0322,2024-04-18,South India,WH-MUM-01,Premium_Lager_330ml,Primary Warehouse,6,9.4,7.9,10.0,No,0,65.9,15.9,Compliant,0
CC-0323,2024-01-26,North India,WH-BLR-01,Strong_Beer_500ml,Regional Hub,2,0.3,-1.3,3.7,Yes,51,71.1,3.6,Compliant,6370
CC-0324,2024-05-18,Central India,WH-MUM-01,Light_Beer_330ml,Regional Hub,2,4.2,3.5,5.1,No,0,76.7,9.6,Compliant,0
CC-0325,2024-12-24,East India,WH-HYD-01,Lager_500ml,Regional Hub,4,4.1,3.3,6.0,No,0,72.4,5.5,Compliant,0
CC-0326,2024-06-16,East India,WH-DEL-01,Stout_650ml,Regional Hub,4,6.0,3.6,7.3,No,0,71.7,8.4,Compliant,0
CC-0327,2024-06-14,South India,WH-DEL-01,Light_Beer_330ml,Distributor,4,3.5,1.3,5.2,Yes,154,68.4,7.2,Compliant,12259
CC-0328,2024-02-19,West India,WH-HYD-01,Light_Beer_330ml,Brewery,4,3.3,2.4,5.6,No,0,77.0,1.4,Compliant,0
CC-0329,2024-02-16,East India,WH-BLR-01,Light_Beer_330ml,Primary Warehouse,8,8.4,7.4,10.9,No,0,73.3,12.4,Compliant,0
CC-0330,2024-06-08,East India,WH-HYD-01,Wheat_330ml,Brewery,4,-0.6,-1.2,2.7,Yes,27,63.0,13.5,Quarantined,2753
CC-0331,2024-09-01,South India,WH-MUM-01,Light_Beer_330ml,Primary Warehouse,4,5.0,3.0,8.2,Yes,109,68.2,6.2,Quarantined,21191
CC-0332,2024-06-24,North India,WH-HYD-01,Stout_650ml,Regional Hub,2,1.8,1.1,2.6,No,0,58.9,17.6,Compliant,0
CC-0333,2024-01-15,East India,WH-DEL-01,Light_Beer_330ml,Primary Warehouse,8,9.0,6.6,9.8,No,0,62.6,15.3,Compliant,0
CC-0334,2024-08-18,South India,WH-KOL-01,Light_Beer_330ml,Regional Hub,4,8.1,7.5,10.7,Yes,125,75.1,3.1,Quarantined,14403
CC-0335,2024-06-01,South India,WH-BLR-01,Stout_650ml,Brewery,8,8.0,7.2,10.7,No,0,61.1,3.1,Compliant,0
CC-0336,2024-04-27,East India,WH-BLR-01,Stout_650ml,Brewery,8,9.5,8.1,12.8,Yes,94,81.6,8.5,Compliant,11911
CC-0337,2024-01-20,North India,WH-BLR-01,Wheat_330ml,Distributor,6,4.8,3.0,5.7,Yes,38,65.5,4.5,Compliant,6294
CC-0338,2024-09-16,South India,WH-HYD-01,Wheat_330ml,Primary Warehouse,4,1.2,0.2,4.4,Yes,144,81.0,5.4,Disposed,10723
CC-0339,2024-06-27,South India,WH-MUM-01,Stout_650ml,Distributor,2,2.8,0.9,5.2,No,0,63.1,5.2,Compliant,0
CC-0340,2024-07-05,Central India,WH-HYD-01,Light_Beer_330ml,Brewery,8,5.7,4.7,7.6,Yes,19,71.7,17.5,Disposed,1365
CC-0341,2024-04-20,West India,WH-BLR-01,Premium_Lager_330ml,Brewery,6,5.1,4.4,5.8,No,0,70.0,14.9,Compliant,0
CC-0342,2024-11-01,North India,WH-HYD-01,Stout_650ml,Primary Warehouse,4,3.7,2.9,4.5,No,0,65.7,12.8,Compliant,0
CC-0343,2024-08-22,South India,WH-HYD-01,Wheat_330ml,Brewery,8,6.5,5.5,9.0,Yes,48,60.5,15.0,Disposed,5897
CC-0344,2024-12-29,Central India,WH-BLR-01,Lager_500ml,Primary Warehouse,8,9.6,8.5,12.6,Yes,60,70.0,7.0,Disposed,9847
CC-0345,2024-12-05,North India,WH-MUM-01,Strong_Beer_500ml,Retail Outlet,4,5.8,4.3,7.1,No,0,77.6,1.7,Compliant,0
CC-0346,2024-03-13,East India,WH-KOL-01,IPA_330ml,Distributor,8,8.0,5.7,10.6,Yes,136,80.9,5.2,Compliant,25174
CC-0347,2024-05-26,Central India,WH-MUM-01,Premium_Lager_330ml,Distributor,8,7.9,6.4,10.5,No,0,68.1,1.1,Compliant,0
CC-0348,2024-04-02,West India,WH-DEL-01,Wheat_330ml,Retail Outlet,4,-0.1,-2.3,2.6,Yes,105,75.0,6.5,Compliant,6242
CC-0349,2024-08-24,East India,WH-HYD-01,Lager_500ml,Brewery,6,4.4,2.8,7.2,Yes,33,70.1,13.1,Quarantined,6159
CC-0350,2024-12-10,Central India,WH-HYD-01,Light_Beer_330ml,Distributor,2,2.4,1.0,5.3,No,0,79.9,11.7,Compliant,0
CC-0351,2024-07-13,Central India,WH-KOL-01,Wheat_330ml,Brewery,6,8.8,8.1,10.1,Yes,54,73.7,8.9,Disposed,7148
CC-0352,2024-11-03,East India,WH-DEL-01,Light_Beer_330ml,Primary Warehouse,2,0.6,-0.2,2.9,Yes,61,66.6,1.2,Compliant,12068
CC-0353,2024-07-10,East India,WH-DEL-01,Light_Beer_330ml,Brewery,2,2.7,1.3,3.3,No,0,61.0,13.8,Compliant,0
CC-0354,2024-10-20,South India,WH-HYD-01,Strong_Beer_500ml,Regional Hub,4,4.2,3.4,4.9,No,0,57.6,2.3,Compliant,0
CC-0355,2024-11-12,North India,WH-KOL-01,Premium_Lager_330ml,Distributor,4,4.4,3.7,5.3,No,0,58.5,14.3,Compliant,0
CC-0356,2024-06-22,North India,WH-DEL-01,Strong_Beer_500ml,Regional Hub,8,7.9,6.8,10.7,No,0,68.0,17.2,Compliant,0
CC-0357,2024-11-08,East India,WH-MUM-01,Stout_650ml,Distributor,6,6.3,4.3,9.8,No,0,65.7,7.9,Compliant,0
CC-0358,2024-09-19,Central India,WH-HYD-01,Premium_Lager_330ml,Regional Hub,2,2.6,2.1,4.4,No,0,76.8,10.0,Compliant,0
CC-0359,2024-06-26,Central India,WH-HYD-01,Stout_650ml,Retail Outlet,4,5.6,3.4,8.9,Yes,133,65.4,16.4,Compliant,21998
CC-0360,2024-10-02,South India,WH-KOL-01,Wheat_330ml,Distributor,8,6.2,4.3,8.5,Yes,111,82.1,10.4,Compliant,8918
